Year,Title,Creator,TotalCheckouts
2018,The disappearing L : erasure of lesbian spaces and culture / Bonnie J. Morris.,"Morris, Bonnie J., 1961-",7
2018,The gilded razor : a memoir / Sam Lansky.,"Lansky, Sam",7
2018,The mayor of Castro Street : the life & times of Harvey Milk / Randy Shilts.,"Shilts, Randy",7
2018,"The queer & transgender resilience workbook : skills for navigating sexual orientation & gender expression / Anneliese Singh, PhD, LPC.","Singh, Anneliese A.,",7
2018,"Torah queeries : weekly commentaries on the Hebrew Bible / edited by Gregg Drinkwater, Joshua Lesser, and David Shneer ; foreword by Judith Plaskow.",NA,7
2018,Trans homo...gasp! : gay FTM and cis men on sex and love / Avi Ben-Zeev and Peter Bailey [editors].,NA,7
2018,Warrior poet : a biography of Audre Lorde / Alexis De Veaux.,"De Veaux, Alexis, 1948-",7
2018,Whatever... love is love : questioning the labels we give ourselves / Maria Bello.,"Bello, Maria, 1967-",7
2018,"You and your gender identity : a guide to discovery / Dara Hoffman-Fox, LPC","Hoffman-Fox, Dara,",7
2018,A legal guide for lesbian and gay couples / attorneys Frederick Hertz and Emily Doskow.,"Hertz, Frederick",6
2018,A princess remembers : the memoirs of the Maharani of Jaipur / by Gayatri Devi of Jaipur and Santha Rama Rau.,"Gayatri Devi, Maharani of Jaipur, 1919-2009",6
2018,Bite hard / Justin Chin.,"Chin, Justin, 1969-2015",6
2018,"Crimson spell. Volume 1 / story and art by Ayano Yamane ; [translation, Adrienne Beck].","Yamane, Ayano",6
2018,Depression : a public feeling / Ann Cvetkovich.,"Cvetkovich, Ann, 1957-",6
2018,Dog years : a memoir / Mark Doty.,"Doty, Mark",6
2018,Eating fire : my life as a Lesbian Avenger / Kelly Cogswell.,"Cogswell, Kelly",6
2018,Finally out : letting go of living straight / Loren A. Olson ; [foreword by Jack Drescher].,"Olson, Loren A.",6
2018,"Gay girl, good God : the story of who I was and who God has always been / Jackie Hill Perry.","Perry, Jackie Hill",6
2018,Gay men don't get fat / Simon Doonan.,"Doonan, Simon, 1952-",6
2018,"Hoover's war on gays : exposing the FBI's ""sex deviates"" program / Douglas M. Charles.","Charles, Douglas M.",6
2018,House built on ashes : a memoir / José Antonio Rodríguez.,"Rodríguez, José Antonio, 1974-",6
2018,"Intense. 2, Soft sounds / story and art by Kyungha Yi ; translator, Jeong Lee.","Yi, Kyungha",6
2018,"Intense. 3, The dark light of the moon / story and art by Kyungha Yi ; translator, Jeong Lee.","Yi, Kyungha",6
2018,Lives of great men : living and loving as an African gay man : a memoir / Chike Frankie Edozien.,"Edozien, Chike Frankie, 1970-",6
2018,"Making it legal : a guide to same-sex marriage, domestic partnerships & civil unions / Frederick C. Hertz with Emily Doskow.","Hertz, Frederick",6
2018,My queer war / James Lord.,"Lord, James",6
2018,"No house to call my home : love, family, and other transgressions / Ryan Berg.","Berg, Ryan, 1974-",6
2018,"No tea, no shade : new writings in Black queer studies / edited by E. Patrick Johnson.",NA,6
2018,One teacher in ten in the new millennium : LGBT educators speak out about what's gotten better and what hasn't / edited by Kevin Jennings.,NA,6
2018,Our Paris : sketches from memory / Edmund White ; with drawings by Hubert Sorin.,"White, Edmund, 1940-",6
2018,Queer and trans artists of color. Volume two / interviews by Nia King ; edited by Elena Rose.,NA,6
2018,"Queer brown voices : personal narratives of Latina/o LGBT activism / edited by Uriel Quesada, Letitia Gomez, and Salvador Vidal-Ortiz.",NA,6
2018,Raised by unicorns : stories from people with LGBTQ+ parents / edited by Frank Lowe.,NA,6
2018,"Refocusing my family : coming out, being cast out, and discovering the true love of God / Amber Cantorna.","Cantorna, Amber, 1985-",6
2018,Sapphistries : a global history of love between women / Leila J. Rupp.,"Rupp, Leila J., 1950-",6
2018,"Semi queer : inside the world of gay, trans, and black truck drivers / Anne Balay.","Balay, Anne,",6
2018,"The Laramie Project and the Laramie Project : ten years later / Moisés Kaufman, Leigh Fondakowski, Greg Pierotti, Andy Paris, and Stephen Belber.","Kaufman, Moisés",6
2018,The end of San Francisco / Mattilda Bernstein Sycamore.,"Sycamore, Mattilda Bernstein",6
2018,The prince of Los Cocuyos : a Miami childhood / Richard Blanco.,"Blanco, Richard, 1968-",6
2018,The secret diaries of Miss Anne Lister (1791-1840) / edited by Helena Whitebread.,"Lister, Anne, 1791-1840",6
2018,"The tyrant falls in love. Vol. 9 / Hinako Takanaga ; translation, Autumn Skye Lynch.","Takanaga, Hinako",6
2018,Trans figured : my journey from boy to girl to woman to man / Brian Belovitch.,"Belovitch, Brian.",6
2018,"Virgil / [story, Steve Orlando ; art, J.D. Faith ; colors Chris Beckett ; letter & design, Thomas Mauer].","Orlando, Steve (Comic book writer)",6
2018,When we were outlaws : a memoir of love and revolution / Jeanne Córdova.,"Córdova, Jeanne",6
2018,A queer history of fashion : from the closet to the catwalk / [edited by Valerie Steele].,NA,5
2018,And baby makes 4 / written by Judith Benjamin ; graphics by Judith Freeman.,"Benjamin, Judith",5
2018,Baby remember my name : an anthology of new queer girl writing / edited by Michelle Tea.,NA,5
2018,Breaking down the walls of heartache : how music came out / Martin Aston.,"Aston, Martin",5
2018,"Chasing lost time : the life of C.K. Scott Moncrieff : soldier, spy, and translator / Jean Findlay.","Findlay, Jean",5
2018,Code-breaker and mathematician Alan Turing / by Heather E. Schwartz.,"Schwartz, Heather E.",5
2018,Cruise control : understanding sex addiction in gay Men / Robert Weiss.,"Weiss, Robert, 1961-",5
2018,Fairyland : a memoir of my father / Alysia Abbott.,"Abbott, Alysia",5
2018,"Fat gay men : girth, mirth, and the politics of stigma / Jason Whitesel.","Whitesel, Jason",5
2018,"Fire island pines : polaroids, 1975-1983 / Tom Bianchi.","Bianchi, Tom",5
2018,Fragmented citizens : the changing landscape of gay and lesbian lives / Stephen M. Engel.,"Engel, Stephen M.",5
2018,Gay Gotham : art and underground culture in New York / Donald Albrecht with Stephen Vider.,"Albrecht, Donald",5
2018,He's always been my son : a mother's story about raising her transgender son / Janna Barkin.,"Barkin, Janna,",5
2018,"Hot, throbbing dykes to watch out for / by Alison Bechdel.","Bechdel, Alison, 1960-",5
2018,"Intense. 4, My intense lover / story and art by Kyungha Yi ; translator, Jeong Lee.","Yi, Kyungha",5
2018,Lord of the butterflies / poems by Andrea Gibson.,"Gibson, Andrea (Poet)",5
2018,Out for queer blood : the murder of Fernando Rios and the failure of New Orleans justice / Clayton Delery ; foreword by Robert L. Camina.,"Delery, Clayton, 1957-",5
2018,Out of step : a memoir / Anthony Moll.,"Moll, Anthony (Writer and educator),",5
2018,Persistence : all ways butch and femme / edited by Ivan E. Coyote & Zena Sharman.,NA,5
2018,Pray the gay away : the extraordinary lives of Bible belt gays / Bernadette Barton.,"Barton, Bernadette",5
2018,"QDA : a queer disability anthology / Raymond Luczak, editor.",NA,5
2018,Queer aging : the gayby boomers and a new frontier for gerontology / Jesus Ramirez-Valles.,"Ramirez-Valles, Jesus",5
2018,"Queer game studies / Bonnie Ruberg and Adrienne Shaw, editors.",NA,5
2018,Queer hauntings : true tales of gay & lesbian ghosts / compiled by Ken Summers.,"Summers, Ken, 1979-",5
2018,Queering sexual violence : radical voices from within the anti-violence movement / edited by Jennifer Patterson ; foreward by Reina Gossett.,NA,5
2018,"Single, gay, Christian : a personal journey of faith and sexual identity / Gregory Coles ; foreword by Wesley Hill.","Coles, Gregory, 1990-",5
2018,Steven Petrow's complete gay & lesbian manners : the definitive guide to LGBT life / with Sally Chew.,"Petrow, Steven",5
2018,The Spitboy rule : tales of a Xicana in a female punk band / Michelle Cruz Gonzales ; preface by Mimi Thi Nguyen ; foreword by Martín Sorrondeguy.,"Gonzales, Michelle Cruz",5
2018,The best party of our lives : stories of gay weddings and true love to inspire us all / Sarah Galvin.,"Galvin, Sarah",5
2018,The box wine sailors : misadventures of a broke young couple at sea / Amy McCullough.,"McCullough, Amy (Amy Gayle), 1979-",5
2018,The brother/sister plays / Tarell Alvin McCraney.,"McCraney, Tarell Alvin",5
2018,The gang's all queer : the lives of gay gang members / Vanessa R. Panfil.,"Panfil, Vanessa R.",5
2018,The gay revolution : the story of the struggle / Lillian Faderman.,"Faderman, Lillian",5
2018,The kid : (what happened after my boyfriend and I decided to go get pregnant) / Dan Savage.,"Savage, Dan",5
2018,The lavender scare : the Cold War persecution of gays and lesbians in the federal government / David K. Johnson.,"Johnson, David K.",5
2018,The other side of paradise : a memoir / Staceyann Chin.,"Chin, Staceyann, 1972-",5
2018,The pride guide : a guide to sexual and social health for LGBTQ youth / Jo Langford.,"Langford, Jo",5
2018,The queerness of Native American literature / Lisa Tatonetti.,"Tatonetti, Lisa",5
2018,Unnatural dykes to watch out for / by Alison Bechdel.,"Bechdel, Alison, 1960-",5
2018,What drowns the flowers in your mouth : a memoir of brotherhood / Rigoberto González.,"González, Rigoberto",5
2018,Wolf magic / Natsuki Zippo.,"Zippo, Natsuki",5
2018,Wuvable Oaf. Blood & metal / Ed Luce.,"Luce, Ed",5
2018,10 smart things gay men can do to improve their lives / Joe Kort.,"Kort, Joe",4
2018,"2.5 minute ride ; and, 101 humiliating stories / Lisa Kron.","Kron, Lisa",4
2018,A view from the bottom : Asian American masculinity and sexual representation / Nguyen Tan Hoang.,"Nguyen, Tan Hoang",4
2018,A work in progress : a memoir / Connor Franta.,"Franta, Connor, 1992-",4
2018,After the dance : my life with Marvin Gaye / Jan Gaye with David Ritz.,"Gaye, Jan, 1956-",4
2018,"Against equality : queer revolution, not mere inclusion / edited by Ryan Conrad.",NA,4
2018,"Aimée & Jaguar : a love story, Berlin 1943 / Erica Fischer ; translated from the German by Edna McCown ; with Allison Brown.","Fischer, Erica, 1943-",4
2018,An underground life : memoirs of a gay Jew in Nazi Berlin / Gad Beck ; written with Frank Heibert ; translated by Allison Brown.,"Beck, Gad, 1923-2012",4
2018,Bad kid : a memoir / David Crabb.,"Crabb, David",4
2018,Bent / by Martin Sherman.,"Sherman, Martin",4
2018,Burn this / by Lanford Wilson.,"Wilson, Lanford, 1937-2011.",4
2018,Civil rights for beginners / Paul Von Blum ; illustrations by Frank Reynoso.,"Von Blum, Paul",4
2018,Coal to diamonds : a memoir / Beth Ditto ; with Michelle Tea.,"Ditto, Beth",4
2018,"Crimson spell. Volume 4 / story and art by Ayano Yamane ; [translation, Adrienne Beck].","Yamane, Ayano",4
2018,Fading scars : my queer disability history / Corbett Joan OToole.,"O'Toole, Corbett Joan, 1951-",4
2018,"For colored boys who have considered suicide when the rainbow is still not enough : coming of age, coming out, and coming home / edited by Keith Boykin.",NA,4
2018,Frank : a life in politics from the Great Society to same-sex marriage / Barney Frank.,"Frank, Barney, 1940-",4
2018,"GLBTQ : the survival guide for gay, lesbian, bisexual, transgender, and questioning teens / Kelly Huegel.","Huegel, Kelly, 1974-",4
2018,"Gay and Catholic : accepting my sexuality, finding community, living my faith / Eve Tushnet.","Tushnet, Eve",4
2018,"Gay directors, gay films? : Pedro Almodóvar, Terence Davies, Todd Haynes, Gus Van Sant, John Waters / Emanuel Levy.","Levy, Emanuel, 1947-",4
2018,"Gay histories and cultures : an encyclopedia / George E. Haggerty, editor ; John Beynon, Douglas Eisner, assistant editors.",NA,4
2018,Gutted / Justin Chin.,"Chin, Justin, 1969-2015",4
2018,Gypsy boy on the run : my escape from a life among the Romany gypsies / Mikey Walsh.,"Walsh, Mikey",4
2018,"Hold tight gently : Michael Callen, Essex Hemphill, and the battlefield of AIDS / Martin Duberman.","Duberman, Martin B.",4
2018,I am my own wife / by Doug Wright.,"Wright, Doug, 1962-",4
2018,In the province of the gods / Kenny Fries.,"Fries, Kenny, 1960-",4
2018,Indian blood : HIV and colonial trauma in San Francisco's two-spirit community / Andrew J. Jolivette.,"Jolivétte, Andrew, 1975-",4
2018,James Merrill : life and art / Langdon Hammer.,"Hammer, Langdon, 1958-",4
2018,"LGBTQ : the survival guide for lesbian, gay, bisexual, transgender, and questioning teens / Kelly Huegel Madrone.","Huegel, Kelly, 1974-",4
2018,Lavender and red : liberation and solidarity in the gay and lesbian left / Emily K. Hobson.,"Hobson, Emily K., 1975-",4
2018,"Legendary : inside the house ballroom scene / photographs by Gerard H. Gaskin ; with an introduction by Deborah Willis, and an essay by Frank Roberts.","Gaskin, Gerard H., 1965-",4
2018,Lou Sullivan : daring to be a man among men / Brice D. Smith.,"Smith, Brice D.",4
2018,Man with a blue scarf : on sitting for a portrait by Lucian Freud / Martin Gayford.,"Gayford, Martin, 1952-",4
2018,My butch career : a memoir / Esther Newton.,"Newton, Esther",4
2018,My lesbian husband : landscapes of a marriage / Barrie Jean Borich.,"Borich, Barrie Jean, 1959-",4
2018,Naked in the promised land / Lillian Faderman.,"Faderman, Lillian",4
2018,No compromise : the story of Harvey Milk / David Aretha.,"Aretha, David",4
2018,Not so good a gay man / Frank M. Robinson.,"Robinson, Frank M., 1926-2014,",4
2018,"Now go home : wilderness, belonging, and the crosscut saw / Ana Maria Spagna.","Spagna, Ana Maria",4
2018,Passions of the cut sleeve : the male homosexual tradition in China / Bret Hinsch.,"Hinsch, Bret",4
2018,Queer and trans artists of color : stories of some of our lives / interviews by Nia King ; co-edited by jessica Glennon-Zukoff and Terra Mikalson.,NA,4
2018,Queer virtue : what LGBTQ people know about life and love and how it can revitalize Christianity / the Reverend Elizabeth M. Edman.,"Edman, Elizabeth M., 1962-",4
2018,"Sexual futures, queer gestures, and other Latina longings / Juana María Rodríguez.","Rodriguez, Juana Maria",4
2018,Sexual intimacy for women : a guide for same-sex couples / Glenda Corwin.,"Corwin, Glenda",4
2018,"Sister spit : writing, rants & reminiscence from the road / edited by Michelle Tea.",NA,4
2018,"Sisters in the life : a history of out African American lesbian media-making / Yvonne Welbon & Alexandra Juhasz, editors.",NA,4
2018,"Spartacus international hotel guide 2017 / editor in chief, Briand Bedford.",NA,4
2018,Speaking out : queer youth in focus / [photography by] Rachelle Lee Smith ; foreword by Candace Gingrich ; afterword by Graeme Taylor.,"Smith, Rachelle Lee",4
2018,Stories for boys : a memoir / Gregory Martin.,"Martin, Gregory, 1971-",4
2018,The book of Matt : hidden truths about the murder of Matthew Shepard / Stephen Jimenez.,"Jimenez, Stephen",4
2018,"The boys in the band : flashpoints of cinema, history, and queer politics / edited by Matt Bell.",NA,4
2018,The complete works of Pat Parker / edited by Julie R. Enszer.,"Parker, Pat, 1944-1989,",4
2018,The gay metropolis : the landmark history of gay life in America / Charles Kaiser.,"Kaiser, Charles",4
2018,The lesbian sex haiku book (with cats!) / Anna Pulley ; illustrations by Kelsey Beyer.,"Pulley, Anna",4
2018,"The seasons of my mother : a memoir of love, family and flowers / Marcia Gay Harden.","Harden, Marcia Gay",4
